Client version: not initialize
User hash: not initialize
DeviceId hash: not initialize
User gcm token: not initialize
Device params - OS Version: 7.1.1;  Device: Huawei google Nexus 6P ,Build Fingerprint: google/angler/angler:7.1.1/N4F26I/3532671:user/release-keys
01-19 15:28:50.554  4400     1 I Workspace AppActivityLifecycleHandler.checkIfPasscodeIsNeeded( WrappedStoreListActivity, configurationChange = false ):
01-19 15:28:50.554  4400     1 D Workspace AppManager.::isPasscodeNeeded: Passcode is needed = false
01-19 15:28:50.555  4400     1 D Workspace AppActivityLifecycleHandler.checkIfPasscodeIsNeeded: Passcode is not needed.
01-19 15:28:50.555  4400     1 I Workspace AppFramework.isApplicationProtectedByPasscode: Application is protected by passcode.
01-19 15:28:50.556  4400     1 D Workspace AppFramework.shouldAskForPasscode: Passcode was entered in the past.
01-19 15:28:50.556  4400     1 V Workspace AppFramework.Debug:[ getAppKTag - @745 ] 
01-19 15:28:50.556  4400     1 V Workspace AppFramework.getOrCreateKTagForApp: found entry in cache. Site id=172.24.11.149, appId=-1047860588, entry age=2
01-19 15:28:50.557  4400     1 D AppInfra SiteStateHelper.getKey: * Got ktag! 052CE27258129177D0AF103131A75CEAA2161E35
01-19 15:28:50.633  4400     1 D AppInfra ManageAndWipeDBDataService.registerFile: file name sent to wipeDB
01-19 15:28:50.636  4400     1 D Dashboard WrappedStoreListActivity.setLoaderVisibility: visibility = true
01-19 15:28:50.638  4400     1 I Workspace AppActivityLifecycleHandler.onActivityStarted( WrappedStoreListActivity, Activity HashCode: 42546792, Task ID: 213 ) STARTED!
01-19 15:28:50.641  4400     1 D Dashboard WrappedStoreListActivity.onResume()
01-19 15:28:50.641  4400     1 I Workspace AppActivityLifecycleHandler.onActivityResumed( WrappedStoreListActivity, Activity HashCode: 42546792, Task ID: 213 ) RESUMED.
01-19 15:28:50.642  4400     1 D Workspace UIManager.setCurrentActivity: Setting current activity to: WrappedStoreListActivity
01-19 15:28:50.642  4400     1 D Workspace AppActivityLifecycleHandler.onActivityResumed: Active activities: 2
01-19 15:28:50.642  4400     1 W Workspace AlarmCenter.descheduleAlarm: failed to find a pending intent for alarm id = 3003
01-19 15:28:50.642  4400     1 D Workspace AppManager.::isPasscodeNeeded: Passcode is needed = false
01-19 15:28:50.644  4400     1 I AppInfra CpCleaner.cancelAlarm: Canceled alarm for intent cp.mobile.infra.CpCleanerService.CLEANUP_ALARM
01-19 15:28:50.648  4400     1 D Workspace SecureStorage.isVariablesInitiated: Variables are initialized.
01-19 15:28:50.650  4400     1 D Workspace SecureStorage.isVariablesInitiated: Variables are initialized.
01-19 15:28:50.652  4400     1 I Mail CpMailCleaner.checkIfCleanNeeded: not needed!  Next clean set for Thu Jan 19 20:48:28 GMT+02:00 2017
01-19 15:28:50.652  4400     1 D Workspace SecureStorage.isVariablesInitiated: Variables are initialized.
01-19 15:28:50.654  4400     1 D Workspace SecureStorage.isVariablesInitiated: Variables are initialized.
01-19 15:28:50.656  4400     1 I Calendar CpCalendarCleaner.checkIfCleanNeeded: not needed!  Next clean set for Thu Jan 19 20:48:17 GMT+02:00 2017
01-19 15:28:50.659  4400     1 I Workspace AppFramework.isApplicationProtectedByPasscode: Application is protected by passcode.
01-19 15:28:50.660  4400     1 D Workspace AppFramework.shouldAskForPasscode: Passcode was entered in the past.
01-19 15:28:50.660  4400     1 V Workspace AppFramework.Debug:[ getAppKTag - @745 ] 
01-19 15:28:50.660  4400     1 V Workspace AppFramework.getOrCreateKTagForApp: found entry in cache. Site id=172.24.11.149, appId=-1047860588, entry age=3
01-19 15:28:50.661  4400     1 D AppInfra SiteStateHelper.getKey: * Got ktag! 052CE27258129177D0AF103131A75CEAA2161E35
01-19 15:28:50.661  4400     1 D Dashboard WrappedStoreListActivity.setLoaderVisibility: visibility = true
01-19 15:28:50.661  4400     1 D Dashboard WrappedStoreListActivity.initLayouts: intent = Intent { cmp=com.CheckPoint.SSLVpn/com.CheckPoint.dashboard.ui.activity.WrappedStoreListActivity } ,  pull = true
01-19 15:28:50.664  4400     1 D AppInfra ManageAndWipeDBDataService.registerFile: file name sent to wipeDB
01-19 15:28:50.667  4400     1 D AppInfra ManageAndWipeDBDataService.registerFile: file name sent to wipeDB
01-19 15:28:50.670  4400     1 D AppInfra ManageAndWipeDBDataService.registerFile: file name sent to wipeDB
01-19 15:28:50.673  4400     1 D AppInfra ManageAndWipeDBDataService.registerFile: file name sent to wipeDB
01-19 15:28:50.673  4400     1 I Dashboard WrappedStoreListActivity.WrapToken isManuallyEnrolled: true
01-19 15:28:50.673  4400     1 D Dashboard WrappedStoreListActivity.setLoaderVisibility: visibility = true
01-19 15:28:50.677  4400     1 D AppInfra ManageAndWipeDBDataService.registerFile: file name sent to wipeDB
01-19 15:28:55.361  4400     1 I Workspace AppFramework.isApplicationProtectedByPasscode: Application is protected by passcode.
01-19 15:28:55.362  4400     1 D Workspace AppFramework.shouldAskForPasscode: Passcode was entered in the past.
01-19 15:28:55.366  4400     1 V Workspace AppFramework.Debug:[ getAppKTag - @745 ] 
01-19 15:28:55.368  4400     1 V Workspace AppFramework.getOrCreateKTagForApp: found entry in cache. Site id=172.24.11.149, appId=-1047860588, entry age=4
01-19 15:28:55.370  4400     1 D AppInfra SiteStateHelper.getKey: * Got ktag! 052CE27258129177D0AF103131A75CEAA2161E35
01-19 15:28:56.043  4400   670 V Workspace NetworkManager.verifyGatewayReachable
01-19 15:28:56.047  4400   670 D Infrastructure GatewayVerifier.Debug:[ startVerify - @179 ] 
01-19 15:28:56.052  4400   680 D Infrastructure GatewayVerifier.Debug:[ call - @80 ] 
01-19 15:28:56.056  4400   680 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:56.057  4400   680 D Infrastructure GatewayVerifier.Debug:[ pingSyncToGateway - @108 ] timeout = 1000
01-19 15:28:56.057  4400   680 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:28:56.061  4400   670 I Workspace AppHelper.registerDeviceWithGCM: Google Play Services status: SUCCESS
01-19 15:28:56.061  4400   680 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/_cpmobile/MobileHello
01-19 15:28:56.062  4400   680 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=1000, read timeout=1000
01-19 15:28:56.070  4400   680 V Infrastructure CPConnection.startSyncConnection: Request properties: 
Cookie=[___fnbDropDownState=1;  CheckCookieSupport=1;  CTXSession=; CVPNPSESSION=98aaf58fa16c35cdc5e991a67ab22784; CPCVPN_SESSION_ID=-657758313;  CPCVPN_BASE_HOST=172.24.11.149; CPCVPN_OBSCURE_KEY=467793817;  exchangecookie=93f5b97bcd694f75903863f22be76110;  CPCVPN_SDATA_VERSION="0"; $Path="/"; $Domain="172.24.11.149" ]; X-CPCVPN-MobileAgent=[App] 
01-19 15:28:56.102  4400   680 V Infrastructure CPConnection.MyHostnameVerifier::verify: Session: 5f7d3a6a7ab3ac34, hostname = 172.24.11.149
01-19 15:28:56.137  4400   680 V Infrastructure CPConnection.startSyncConnection: Got http status: 200
01-19 15:28:56.137  4400   680 V Infrastructure CPConnection.getHeaderFields: called
01-19 15:28:56.156  4400   680 V Infrastructure CPConnection.startSyncConnection: Received all input:
{"mobilePortal":"\/sslvpn\/","status":"Success","errorMessage":"","gatewayFeatures":["REMOTE_WIPE","PUSH_NOTIFICATIONS","CALENDAR_SYNC","CHAT",""]}
01-19 15:29:05.131  4400   670 V Workspace NetworkManager.verifyGatewayReachable
01-19 15:29:05.132  4400   670 D Infrastructure GatewayVerifier.Debug:[ startVerify - @179 ] 
01-19 15:29:05.134  4400   680 D Infrastructure GatewayVerifier.Debug:[ call - @80 ] 
01-19 15:29:05.136  4400   680 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:29:05.137  4400   680 D Infrastructure GatewayVerifier.Debug:[ pingSyncToGateway - @108 ] timeout = 1000
01-19 15:29:05.137  4400   680 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:29:05.140  4400   670 I Workspace AppHelper.registerDeviceWithGCM: Google Play Services status: SUCCESS
01-19 15:29:05.141  4400   680 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/_cpmobile/MobileHello
01-19 15:29:05.142  4400   680 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=1000, read timeout=1000
01-19 15:29:05.148  4400   680 V Infrastructure CPConnection.startSyncConnection: Request properties: 
Cookie=[___fnbDropDownState=1;  CheckCookieSupport=1;  CTXSession=; CPCVPN_SESSION_ID=-657758313;  CPCVPN_BASE_HOST=172.24.11.149; CPCVPN_OBSCURE_KEY=467793817;  exchangecookie=93f5b97bcd694f75903863f22be76110;  CPCVPN_SDATA_VERSION="0"; $Path="/"; $Domain="172.24.11.149";  CVPNPSESSION=5b0fa65bde47725aaed3514c8df60820 ]; X-CPCVPN-MobileAgent=[App] 
01-19 15:29:05.180  4400   680 V Infrastructure CPConnection.MyHostnameVerifier::verify: Session: 5f7d3a6a7ab3ac34, hostname = 172.24.11.149
01-19 15:29:05.219  4400   680 V Infrastructure CPConnection.startSyncConnection: Got http status: 200
01-19 15:29:05.220  4400   680 V Infrastructure CPConnection.getHeaderFields: called
01-19 15:29:05.230  4400   680 V Infrastructure CPConnection.startSyncConnection: Received all input:
{"mobilePortal":"\/sslvpn\/","status":"Success","errorMessage":"","gatewayFeatures":["REMOTE_WIPE","PUSH_NOTIFICATIONS","CALENDAR_SYNC","CHAT",""]}
01-19 15:29:26.291  4400   670 V Workspace NetworkManager.verifyGatewayReachable
01-19 15:29:26.293  4400   670 D Infrastructure GatewayVerifier.Debug:[ startVerify - @179 ] 
01-19 15:29:26.295  4400   680 D Infrastructure GatewayVerifier.Debug:[ call - @80 ] 
01-19 15:29:26.301  4400   670 I Workspace AppHelper.registerDeviceWithGCM: Google Play Services status: SUCCESS
01-19 15:29:26.297  4400   680 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:29:26.303  4400   680 D Infrastructure GatewayVerifier.Debug:[ pingSyncToGateway - @108 ] timeout = 1000
01-19 15:29:26.304  4400   680 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:29:26.310  4400   680 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/_cpmobile/MobileHello
01-19 15:29:26.312  4400   680 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=1000, read timeout=1000
01-19 15:29:26.321  4400   680 V Infrastructure CPConnection.startSyncConnection: Request properties: 
Cookie=[___fnbDropDownState=1;  CheckCookieSupport=1;  CTXSession=; CPCVPN_SESSION_ID=-657758313;  CPCVPN_BASE_HOST=172.24.11.149; CPCVPN_OBSCURE_KEY=467793817;  exchangecookie=93f5b97bcd694f75903863f22be76110;  CPCVPN_SDATA_VERSION="0"; $Path="/"; $Domain="172.24.11.149";  CVPNPSESSION=5b0fa65bde47725aaed3514c8df60820 ]; X-CPCVPN-MobileAgent=[App] 
01-19 15:29:26.351  4400   680 V Infrastructure CPConnection.MyHostnameVerifier::verify: Session: 5f7d3a6a7ab3ac34, hostname = 172.24.11.149
01-19 15:29:26.382  4400   680 V Infrastructure CPConnection.startSyncConnection: Got http status: 200
01-19 15:29:26.383  4400   680 V Infrastructure CPConnection.getHeaderFields: called
01-19 15:29:26.389  4400   680 V Infrastructure CPConnection.startSyncConnection: Received all input:
{"mobilePortal":"\/sslvpn\/","status":"Success","errorMessage":"","gatewayFeatures":["REMOTE_WIPE","PUSH_NOTIFICATIONS","CALENDAR_SYNC","CHAT",""]}
01-19 15:29:29.335  4400   670 V Workspace NetworkManager.verifyGatewayReachable
01-19 15:29:29.337  4400   670 D Infrastructure GatewayVerifier.Debug:[ startVerify - @179 ] 
01-19 15:29:29.341  4400   680 D Infrastructure GatewayVerifier.Debug:[ call - @80 ] 
01-19 15:29:29.342  4400   680 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:29:29.343  4400   680 D Infrastructure GatewayVerifier.Debug:[ pingSyncToGateway - @108 ] timeout = 1000
01-19 15:29:29.344  4400   680 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:29:29.345  4400   670 I Workspace AppHelper.registerDeviceWithGCM: Google Play Services status: SUCCESS
01-19 15:29:29.348  4400   680 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/_cpmobile/MobileHello
01-19 15:29:29.349  4400   680 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=1000, read timeout=1000
01-19 15:29:29.356  4400   680 V Infrastructure CPConnection.startSyncConnection: Request properties: 
Cookie=[___fnbDropDownState=1;  CheckCookieSupport=1;  CTXSession=; CPCVPN_SESSION_ID=-657758313;  CPCVPN_BASE_HOST=172.24.11.149; CPCVPN_OBSCURE_KEY=467793817;  exchangecookie=93f5b97bcd694f75903863f22be76110;  CPCVPN_SDATA_VERSION="0"; $Path="/"; $Domain="172.24.11.149";  CVPNPSESSION=5b0fa65bde47725aaed3514c8df60820 ]; X-CPCVPN-MobileAgent=[App] 
01-19 15:29:29.388  4400   680 V Infrastructure CPConnection.startSyncConnection: Got http status: 200
01-19 15:29:29.389  4400   680 V Infrastructure CPConnection.getHeaderFields: called
01-19 15:29:29.394  4400   680 V Infrastructure CPConnection.startSyncConnection: Received all input:
{"mobilePortal":"\/sslvpn\/","status":"Success","errorMessage":"","gatewayFeatures":["REMOTE_WIPE","PUSH_NOTIFICATIONS","CALENDAR_SYNC","CHAT",""]}
01-19 15:29:32.376  4400   670 V Workspace NetworkManager.verifyGatewayReachable
01-19 15:29:32.378  4400   670 D Infrastructure GatewayVerifier.Debug:[ startVerify - @179 ] 
01-19 15:29:32.381  4400   680 D Infrastructure GatewayVerifier.Debug:[ call - @80 ] 
01-19 15:29:32.382  4400   680 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:29:32.383  4400   680 D Infrastructure GatewayVerifier.Debug:[ pingSyncToGateway - @108 ] timeout = 1000
01-19 15:29:32.384  4400   680 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:29:32.386  4400   670 I Workspace AppHelper.registerDeviceWithGCM: Google Play Services status: SUCCESS
01-19 15:29:32.388  4400   680 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/_cpmobile/MobileHello
01-19 15:29:32.388  4400   680 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=1000, read timeout=1000
01-19 15:29:32.395  4400   680 V Infrastructure CPConnection.startSyncConnection: Request properties: 
Cookie=[___fnbDropDownState=1;  CheckCookieSupport=1;  CTXSession=; CPCVPN_SESSION_ID=-657758313;  CPCVPN_BASE_HOST=172.24.11.149; CPCVPN_OBSCURE_KEY=467793817;  exchangecookie=93f5b97bcd694f75903863f22be76110;  CPCVPN_SDATA_VERSION="0"; $Path="/"; $Domain="172.24.11.149";  CVPNPSESSION=5b0fa65bde47725aaed3514c8df60820 ]; X-CPCVPN-MobileAgent=[App] 
01-19 15:29:32.428  4400   680 V Infrastructure CPConnection.startSyncConnection: Got http status: 200
01-19 15:29:32.429  4400   680 V Infrastructure CPConnection.getHeaderFields: called
01-19 15:29:32.434  4400   680 V Infrastructure CPConnection.startSyncConnection: Received all input:
{"mobilePortal":"\/sslvpn\/","status":"Success","errorMessage":"","gatewayFeatures":["REMOTE_WIPE","PUSH_NOTIFICATIONS","CALENDAR_SYNC","CHAT",""]}
01-19 15:29:41.473  4400   670 V Workspace NetworkManager.verifyGatewayReachable
01-19 15:29:41.475  4400   670 D Infrastructure GatewayVerifier.Debug:[ startVerify - @179 ] 
01-19 15:29:41.478  4400   680 D Infrastructure GatewayVerifier.Debug:[ call - @80 ] 
01-19 15:29:41.480  4400   680 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:29:41.481  4400   680 D Infrastructure GatewayVerifier.Debug:[ pingSyncToGateway - @108 ] timeout = 1000
01-19 15:29:41.482  4400   680 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:29:41.486  4400   670 I Workspace AppHelper.registerDeviceWithGCM: Google Play Services status: SUCCESS
01-19 15:29:41.488  4400   680 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/_cpmobile/MobileHello
